vin,color,brand,model,engine,transmission,mileage,price,sale,dealer,owner
1120,Pearl,BMW,3 Series,V8,Automatic,12160,130417,259,7,242
1121,Dark Green,Toyota,Matrix,Electric,Automatic,12395,13881,,17,
1122,Orange,Volkswagen,Polo,Electric,Automatic,475,54621,334,4,126
1123,Dark Blue,Porsche,Carrera GT,Diesel,Standard,7448,72570,300,8,204
1124,Pearl,BMW,Z4,V8,Standard,70280,140119,290,12,58
1125,Dark Green,Subaru,SVX,V6,Automatic,41992,36858,36,19,377
1126,Blue,Hyundai,Amica,V6,Automatic,35914,73126,591,2,129
1127,Black,Peugeot,607,V8,Standard,28570,50778,624,2,394
1128,Dark Blue,Suzuki,Verona,Inine,Automatic,20644,54111,676,3,194
1129,Black,Mazda,Xedos 9,V8,Standard,49279,108584,284,8,26
1130,Dark Green,Renault,Fuego,Diesel,Automatic,33961,4762,892,1,209
1131,Blue,Porsche,Speedster,W,Automatic,6053,69917,917,29,133
1132,Green,Lexus,ES 300,Diesel,Standard,23398,110781,346,7,208
1133,Green,Peugeot,Expert,Diesel,Automatic,25124,16063,79,29,302
1134,Light Grey,Maserati,Khamsin,Electric,Standard,331,148040,822,16,174
1135,Dark Blue,Mazda,MX-5,W,Standard,73998,120823,,28,
1136,Green,Audi,80 Cabriolet,Inine,Automatic,24873,97269,484,16,369
1137,Dark Green,Kia,Rio RX-V,Electric,Standard,44367,59716,916,1,102
1138,Dark Blue,Maserati,5000 GT,Inine,Standard,71181,90480,58,15,175
1139,Beige,Suzuki,Aerio,Petrol,Standard,30297,57130,533,1,301
1140,Light Grey,Audi,100 C4 Series,Petrol,Automatic,37325,50378,,17,
1141,Grey,Peugeot,106,Inine,Standard,55553,134291,222,23,194
1142,Grey,Lexus,RX 330,Petrol,Standard,47898,25917,677,11,56
1143,White,Ford,Focus,W,Standard,51835,128128,694,29,267
1144,Yellow,Volkswagen,Caddy Van,Electric,Automatic,49417,33097,107,7,486
1145,Green,Ford,Ka,W,Standard,67701,99031,,1,
1146,Orange,Toyota,MR2,Diesel,Standard,13055,19548,688,16,174
1147,Purple,Renault,Safrane,Diesel,Standard,61332,44152,639,6,296
1148,Beige,Lexus,LS 460,V6,Automatic,20839,22915,629,5,36
1149,Orange,BMW,318,Petrol,Automatic,8587,57440,,25,
1150,Black,GMC,Acadia,Inine,Standard,30997,134917,,16,
1151,Red,Volkswagen,Rabbit,V6,Standard,24374,94631,793,0,29
1152,Orange,Lexus,IS 300,V8,Standard,23332,41743,661,6,241
1153,Dark Grey,Lexus,IS 350,Diesel,Standard,69030,2385,43,10,219
1154,Black,Alfa Romeo,145,Electric,Automatic,51825,26007,,10,
1155,Orange,Mercedes Benz,Sprinter,W,Standard,45499,29607,24,8,88
1156,Beige,Alfa Romeo,166,Inine,Standard,42697,18011,899,22,237
1157,Orange,Honda,Prelude,Electric,Automatic,6902,35413,705,22,95
1158,Pearl,Renault,Fuego,V8,Standard,12072,7908,545,3,408
1159,Yellow,Renault,18,Petrol,Automatic,48394,78618,319,19,167
1160,Purple,Mazda,Navajo,Diesel,Standard,8149,8032,804,22,29
1161,Dark Grey,Alfa Romeo,147,V8,Automatic,55149,37464,,4,
1162,White,Suzuki,Alto,W,Standard,25076,109002,842,2,64
1163,Yellow,Toyota,Lite Ace,Diesel,Standard,45853,86011,171,25,4
1164,Light Grey,Suzuki,Grand Vitara,Petrol,Standard,13056,115700,258,2,103
1165,Blue,Mazda,Mizer,Electric,Standard,45666,110894,,6,
1166,Purple,Porsche,959,V6,Automatic,12216,124114,,1,
1167,Dark Green,Nissan,Note,V8,Automatic,49395,5674,826,26,173
1168,Beige,Chevrolet,Epica,Petrol,Automatic,16872,11986,46,15,336
1169,Blue,Honda,Stream,W,Automatic,6190,105512,776,10,54
1170,Pearl,Jaguar,XJ8 Vanden Plas,V8,Automatic,27027,56075,267,3,369
1171,Purple,Ferrari,860,Inine,Standard,26063,39235,955,1,60
1172,Beige,Kia,Visto,Inine,Standard,6807,94783,594,12,228
1173,Black,Fiat,Tempra,W,Automatic,63107,38966,664,12,448
1174,Pearl,Lexus,ES 330,V6,Standard,29246,140534,200,21,145
1175,White,BMW,630,W,Automatic,6100,105895,599,17,4
1176,Grey,Subaru,Loyale,W,Standard,53180,73919,635,22,435
1177,White,Hyundai,Stellar,Electric,Automatic,22702,110638,226,14,281
1178,Dark Blue,Renault,Modus,V6,Automatic,72334,94690,967,24,36
1179,Dark Blue,Kia,Spectra EX,V8,Standard,54092,62716,,4,
1180,Dark Grey,Suzuki,Vitara,V8,Automatic,59314,128169,777,14,424
1181,Light Grey,Nissan,Skyline,Inine,Standard,43531,138522,808,20,284
1182,Yellow,Peugeot,505,V8,Automatic,35456,10282,433,17,415
1183,Pearl,Peugeot,1007,V8,Standard,44426,139450,538,6,185
1184,Yellow,Ferrari,Mondial,W,Automatic,26612,13515,650,23,467
1185,Pearl,Kia,Joice,W,Automatic,68219,81433,833,18,482
1186,White,Honda,Legend,V8,Automatic,23497,61272,88,27,377
1187,Blue,Alfa Romeo,Guiletta,Inine,Automatic,74006,39523,764,8,476
1188,Dark Green,Pontiac,Phoenix,Inine,Standard,47326,99769,133,11,330
1189,Dark Grey,Pontiac,Firefly,W,Standard,35206,18131,505,1,324
1190,Dark Green,Alfa Romeo,GTV,Diesel,Standard,47485,30105,642,20,36
1191,White,Chevrolet,Impala SS,V6,Standard,14068,131967,101,8,270
1192,Orange,Honda,Ridgeline,Electric,Standard,52855,92384,729,5,435
1193,Black,Ford,Grand Marquis,V6,Standard,19566,8511,,10,
1194,Green,Mazda,RX-3,Electric,Automatic,69038,29442,36,19,377
1195,Orange,Jaguar,XJ6,Electric,Standard,11042,34059,939,7,250
1196,Dark Grey,Volkswagen,T5 Transporter,V8,Automatic,35868,108959,693,11,366
1197,Dark Green,Alfa Romeo,147,V6,Automatic,2865,112652,870,12,271
1198,Black,BMW,1 Series,Petrol,Automatic,50782,101872,763,25,219
1199,Dark Grey,Lexus,GS 400,W,Standard,29802,44240,684,23,215
1200,Pearl,Audi,TT Roadster,V6,Automatic,14084,24926,358,7,445
1201,Blue,Ferrari,Testa Rossa,Inine,Standard,69935,7969,,7,
1202,Yellow,Mazda,Van,Petrol,Standard,11492,146907,,4,
1203,Green,Alfa Romeo,166,V8,Automatic,37413,98749,549,2,204
1204,Yellow,Ford,Villager,V6,Automatic,44105,83619,544,2,199
1205,Pearl,GMC,Blazer Fullsize,Inine,Automatic,24755,5502,96,12,303
1206,Red,Ferrari,F 333 SP,V6,Standard,53221,108352,90,14,458
1207,Green,Fiat,Coupé,W,Automatic,6634,83520,17,0,398
1208,Red,Kia,Sephia II,Inine,Standard,47846,2371,,14,
1209,Red,Hyundai,Getz,W,Standard,44671,134097,25,27,277
1210,Light Grey,Suzuki,Grand Vitara,Inine,Automatic,29440,104572,,3,
1211,Light Grey,Subaru,WRX STi,W,Automatic,42479,140454,302,15,164
1212,Dark Blue,Ferrari,550,V8,Standard,32626,40901,739,13,408
1213,Dark Grey,Honda,Passport,V6,Automatic,34039,17302,898,8,94
1214,Beige,Volkswagen,Passat,Electric,Standard,41191,85243,321,18,208
1215,Orange,Subaru,WRX STi,Petrol,Automatic,63889,33529,,16,
1216,White,Peugeot,107,Petrol,Standard,46167,43948,380,3,167
1217,Pearl,Chevrolet,K2500,Inine,Standard,66075,92069,,12,
1218,Grey,BMW,540,Petrol,Standard,56197,62232,706,12,343
1219,Pearl,Hyundai,Terracan,V8,Standard,33409,45265,295,25,153
1220,Orange,Suzuki,Jimny,V8,Automatic,61475,106312,706,12,343
1221,Red,Audi,Allroad,Electric,Standard,45033,101935,,11,
1222,White,Mazda,6 Sport,W,Automatic,82,115226,343,18,490
1223,Black,Volkswagen,New Beetle,Electric,Automatic,71823,19513,939,7,250
1224,Green,Kia,Carens II,V8,Standard,34416,100324,279,29,311
1225,Dark Grey,Audi,Coupé 20V,V8,Standard,18267,132057,,5,
1226,Pearl,Lexus,LX 450,Inine,Standard,52995,149787,847,21,383
1227,Light Grey,Peugeot,Expert,Inine,Standard,18006,88322,600,10,493
1228,Green,Mercedes Benz,SK-Serie (Truck),W,Automatic,14491,98149,518,0,74
1229,White,BMW,735,V8,Standard,9673,131360,,7,
1230,Grey,Mercedes Benz,Vaneo,Electric,Standard,22248,101918,84,24,363
1231,White,Ferrari,208,Electric,Automatic,73926,124560,269,10,298
1232,Purple,Suzuki,Reno,Electric,Automatic,30726,106816,,12,
1233,Green,Lexus,IS 300,Petrol,Automatic,68114,135929,811,25,362
1234,Pearl,Peugeot,807,Electric,Standard,39273,3097,97,21,163
1235,Dark Green,Hyundai,Entourage,W,Standard,25967,85165,,2,
1236,Grey,Chevrolet,Z28,V6,Automatic,64740,130012,750,5,481
1237,Red,Honda,S800,W,Automatic,51163,106885,57,27,345
1238,Grey,Mercedes Benz,CL55,Diesel,Standard,50429,146428,791,17,72
1239,Orange,Mazda,B3000,Petrol,Standard,22680,32768,969,22,450
1240,Purple,Pontiac,Grand Am,V8,Automatic,7730,62766,586,24,364
1241,Beige,Renault,Master,W,Standard,34812,10167,720,18,353
1242,Green,Kia,Magentis,Inine,Standard,14300,37077,,12,
1243,Light Grey,Kia,Rondo,W,Standard,5390,43690,,12,
1244,Beige,GMC,Suburban,Diesel,Standard,23849,21740,798,0,402
1245,Beige,Porsche,968,V8,Standard,43815,58453,,3,
1246,Grey,Peugeot,Partner,V6,Standard,39669,95178,646,15,215
1247,Orange,Porsche,Cayenne,Petrol,Automatic,40510,54502,720,18,353
1248,Pearl,Renault,Safrane,V6,Standard,15319,22048,378,19,288
1249,Pearl,Mazda,626 Break,W,Standard,52264,4778,940,5,105
1250,Dark Blue,Honda,FR-V,V6,Standard,52610,65589,586,24,364
1251,Beige,Maserati,Biturbo,V6,Standard,14156,13993,274,5,301
1252,Grey,Honda,Insight,V8,Automatic,43664,114432,,9,
1253,Pearl,Nissan,Vanette,V6,Automatic,57123,2072,974,25,89
1254,Dark Green,Mercedes Benz,Unimog,W,Automatic,482,1868,68,13,225
1255,Dark Green,Fiat,Seicento,V6,Standard,49884,44194,630,14,122
1256,Dark Green,Peugeot,405,V6,Standard,72851,112460,343,18,490
1257,Dark Green,Ford,EXP,Petrol,Automatic,17386,142969,672,8,14
1258,Dark Grey,Peugeot,406,V6,Standard,54038,86381,800,2,265
1259,Light Grey,Jaguar,XR8,Electric,Automatic,31187,19544,29,21,480
1260,Purple,Ferrari,288,Electric,Standard,36007,21699,29,21,480
1261,Pearl,Maserati,3200 GT,Inine,Standard,43745,1607,513,6,364
1262,Black,Jaguar,E-type,Inine,Automatic,39790,112763,,11,
1263,Yellow,Lexus,GS 300,W,Automatic,40363,103462,,9,
1264,Orange,Subaru,G3X Justy,Petrol,Automatic,71347,67617,298,4,372
1265,Red,Nissan,Pathfinder Armada,V8,Automatic,1052,137595,,19,
1266,Black,Ferrari,195,Petrol,Standard,13058,45995,970,6,310
1267,Orange,Ferrari,330,Electric,Standard,28489,57322,801,15,9
1268,Orange,BMW,8 Series,V8,Automatic,63477,126665,117,2,470
1269,Blue,GMC,Suburban,V6,Automatic,42435,56162,609,12,64
1270,White,Renault,25,Diesel,Automatic,41619,80933,,10,
1271,White,Pontiac,Catalina,Petrol,Standard,42678,117628,580,3,28
1272,Pearl,Pontiac,Parisienne,Diesel,Standard,66715,105409,821,26,37
1273,Blue,Mercedes Benz,SL320,Electric,Standard,3470,9689,967,24,36
1274,Grey,Jaguar,XKE,W,Standard,72049,123232,260,24,323
1275,Beige,Chevrolet,Chevelle,Petrol,Automatic,5762,111445,359,20,156
1276,Blue,GMC,Jimmy,Diesel,Standard,5303,118153,875,0,489
1277,Purple,Hyundai,Santa Fe,Diesel,Automatic,68842,61484,,0,
1278,Light Grey,Alfa Romeo,147,W,Automatic,5220,90704,440,7,487
1279,Light Grey,Hyundai,Pony,Electric,Automatic,68687,32558,63,23,216
1280,Grey,Subaru,XT,W,Standard,48321,129471,747,19,352
1281,Purple,Subaru,Loyale,W,Standard,52583,69545,292,27,257
1282,Yellow,Nissan,Vanette,W,Automatic,3671,145195,861,12,423
1283,Orange,Mazda,3,V8,Automatic,71132,38774,391,25,76
1284,Green,Fiat,Scudo,Diesel,Standard,44644,69003,20,8,28
1285,Yellow,Subaru,B9 Tribeca,Inine,Automatic,55152,36474,745,26,403
1286,Dark Blue,Alfa Romeo,Alfetta,Inine,Standard,55371,140225,702,9,242
1287,Black,Alfa Romeo,159,W,Automatic,64694,29480,568,11,287
1288,Blue,Pontiac,Torrent,Electric,Standard,56627,149080,53,5,272
1289,Black,Peugeot,J5,V6,Automatic,34885,114661,,24,
1290,Beige,Peugeot,Partner,Inine,Automatic,4678,145906,434,9,191
1291,Light Grey,Hyundai,Starex,Petrol,Automatic,24321,97737,137,24,428
1292,Black,BMW,2002,Electric,Standard,41276,137540,24,8,88
1293,Red,BMW,525,Diesel,Automatic,50421,11508,,19,
1294,Dark Grey,Chevrolet,Nomad,Diesel,Automatic,61506,85865,40,0,92
1295,Purple,Maserati,Khamsin,Electric,Standard,64663,62636,765,9,271
1296,Pearl,Honda,Ridgeline,Diesel,Automatic,36578,62800,746,26,378
1297,Orange,Maserati,430,V6,Standard,13465,75928,,16,
1298,Grey,Kia,Spectra SX,Electric,Automatic,61935,76907,297,11,438
1299,Red,Audi,200,V6,Standard,22834,51636,28,2,172
1300,Pearl,Toyota,LandCruiser 90,Petrol,Automatic,20253,18837,744,20,154
1301,Orange,Toyota,Avensis Verso,Petrol,Automatic,73382,127608,32,23,304
1302,Dark Grey,BMW,M6,Electric,Automatic,18646,109998,208,22,368
1303,Light Grey,Peugeot,107,Diesel,Automatic,44320,8618,,0,
1304,Grey,Porsche,Cayman,Petrol,Automatic,5521,51820,723,10,136
1305,Pearl,Honda,MDX,V8,Standard,46963,52241,632,5,276
1306,Blue,Volkswagen,Golf Plus,V6,Automatic,74737,116247,253,10,310
1307,Dark Green,Nissan,200SX,V8,Standard,6780,69059,445,24,436
1308,Purple,Pontiac,Firebird,W,Standard,72987,81028,,20,
1309,White,Renault,Espace,Petrol,Standard,53862,115778,,19,
1310,Yellow,GMC,Rally,V6,Automatic,20625,64776,0,25,478
1311,Pearl,Mazda,Navajo,Inine,Automatic,30727,85006,794,10,165
1312,White,Ford,Scorpio,Petrol,Standard,23706,99956,115,24,300
1313,Orange,Pontiac,Trans Am,W,Automatic,58388,118257,665,12,427
1314,Beige,Fiat,Scudo,V8,Automatic,20135,87807,826,26,173
1315,Dark Blue,Subaru,Outback,Electric,Standard,28814,25159,643,26,330
1316,Pearl,Hyundai,Azera,Inine,Automatic,57023,19355,512,24,441
1317,Dark Blue,Lexus,RX 400h,Electric,Standard,512,20587,136,29,424
1318,Orange,Volkswagen,Golf Cabriolet,V8,Automatic,72813,142369,777,14,424
1319,Dark Blue,Honda,Accord,V8,Automatic,57363,138346,795,2,381
1320,Red,GMC,Sonoma,V6,Standard,55605,22729,972,8,59
1321,Purple,Honda,HR-V,Electric,Automatic,40437,118488,,23,
1322,Black,Ferrari,365,Electric,Automatic,68627,113226,166,12,55
1323,Light Grey,Hyundai,Veracruz,Petrol,Standard,26743,110978,394,10,148
1324,Pearl,Fiat,Doblò,V6,Automatic,25839,97393,852,4,330
1325,Green,Volkswagen,Golf III Cabrio,V8,Standard,28373,75246,583,2,387
1326,Green,Hyundai,Elantra,Petrol,Standard,28031,20557,770,10,30
1327,Black,Lexus,IS 350,Petrol,Standard,55671,146513,406,16,278
1328,Purple,Maserati,Biturbo,Electric,Standard,60500,27182,35,22,66
1329,Green,Subaru,Outback Sport,Petrol,Standard,56145,77608,586,24,364
1330,Dark Blue,Peugeot,807,W,Automatic,72032,33326,933,17,233
1331,Yellow,Porsche,Spyder,Petrol,Automatic,42538,88312,249,25,258
1332,Green,Volkswagen,Carrier,V8,Automatic,36291,36485,914,7,461
1333,Green,Pontiac,Sunfire,Petrol,Standard,15055,140905,234,8,80
1334,Purple,Ferrari,GTO,Inine,Standard,31660,117340,432,18,137
1335,Orange,GMC,Acadia,V6,Automatic,40004,77321,190,25,202
1336,White,Mazda,626 Cronos,Electric,Automatic,27591,31995,298,4,372
1337,Beige,GMC,Sprint,V6,Standard,44611,115932,,25,
1338,Dark Grey,Honda,Odyssey,V8,Automatic,65859,17046,218,4,187
1339,Pearl,Hyundai,Pony,Petrol,Automatic,69579,26019,738,0,73
1340,Blue,Honda,Odyssey,V8,Automatic,52444,21978,689,25,5
1341,Dark Blue,Honda,Pilot,Petrol,Standard,13969,131476,,15,
1342,Dark Green,Nissan,Pulsar,Inine,Standard,50449,143966,62,24,326
1343,Light Grey,Nissan,Titan,V8,Automatic,66126,32971,533,1,301
1344,Orange,Fiat,Dino,Electric,Automatic,69491,110386,926,18,205
1345,Black,Peugeot,504,V6,Automatic,61376,6496,278,7,362
1346,Orange,Chevrolet,Suburban,Diesel,Standard,28687,63488,773,22,150
1347,Red,Renault,RX4,V6,Automatic,40132,64407,948,23,261
1348,Green,Ferrari,360,V8,Automatic,35777,96590,239,22,272
1349,Purple,Peugeot,806,Electric,Standard,43571,142484,860,3,389
1350,Grey,Ford,Lightning,Petrol,Standard,50340,103609,663,13,7
1351,Black,Toyota,LandCruiser 90,V6,Standard,59771,48703,346,7,208
1352,Red,Maserati,Quattroporte,Electric,Standard,55622,63766,109,6,149
1353,Purple,Subaru,Liberty,V6,Standard,16182,145858,889,12,43
1354,Beige,Nissan,240Z,Petrol,Automatic,39011,68432,798,0,402
1355,Green,Mazda,GLC,V8,Standard,43820,115328,671,27,58
1356,Blue,Hyundai,Grandeur XG,Diesel,Standard,70220,118752,,9,
1357,Dark Blue,Audi,100,Electric,Standard,24956,22304,,10,
1358,Dark Green,Subaru,4x4 Turbo,Petrol,Standard,31531,135947,41,18,208
1359,Grey,Fiat,Ulysse,W,Automatic,27038,11865,259,7,242
1360,Light Grey,Porsche,Speedster,Inine,Standard,22056,98702,317,23,144
1361,Black,Mercedes Benz,SLR McLaren,W,Automatic,54928,36543,103,0,13
1362,White,Ferrari,250,Electric,Standard,10559,2266,892,1,209
1363,White,Pontiac,Vibe,Petrol,Standard,41936,9662,924,26,405
1364,Dark Green,Mazda,CX-7,W,Automatic,19268,16371,348,22,57
1365,Blue,Hyundai,Amica,V8,Automatic,29073,59497,158,21,390
1366,Grey,Nissan,Cefiro 2000/3000,W,Automatic,2931,147052,491,20,450
1367,Yellow,Audi,RS 6,V8,Standard,42303,36180,668,9,418
1368,Orange,Ford,Econovan,V8,Automatic,34994,55885,,23,
1369,Blue,GMC,S-15,Electric,Automatic,13455,43905,284,8,26
1370,Dark Green,Subaru,G3X Justy,Inine,Standard,14034,72871,246,26,78
1371,Light Grey,Chevrolet,Tacuma,Inine,Standard,33558,56772,25,27,277
1372,White,Ferrari,712,Electric,Standard,10725,46279,737,0,134
1373,Black,Porsche,Spyder,V6,Automatic,66133,74984,450,20,122
1374,Dark Blue,Nissan,Costaud,Diesel,Standard,8138,80712,,0,
1375,Beige,Maserati,Spyder,Inine,Automatic,7700,104379,911,2,342
1376,White,Suzuki,Aerio,V8,Automatic,51015,125469,844,27,393
1377,Blue,Hyundai,Atos,V8,Automatic,32544,42449,,20,
1378,Red,Pontiac,Firefly,V8,Automatic,3994,91683,,27,
1379,Orange,Audi,S4,V6,Automatic,73710,97312,224,3,482
1380,Black,Kia,Joice,V8,Standard,64575,62901,780,9,415
1381,Black,Mazda,Van,V6,Automatic,19531,61509,,25,
1382,Black,Kia,Rio 5,Electric,Standard,22552,1173,858,22,111
1383,Blue,Audi,5000,Inine,Standard,31459,88955,314,24,401
1384,Dark Green,Renault,Premium,Electric,Automatic,5584,33080,406,16,278
1385,Yellow,Mazda,GLC,V8,Standard,20542,127437,951,1,65
1386,Dark Blue,Maserati,Biturbo,Inine,Automatic,63981,47962,936,28,263
1387,Light Grey,Maserati,GranSport,W,Automatic,33132,12805,881,2,173
1388,Black,GMC,Rally,V6,Automatic,39652,106553,513,6,364
1389,Dark Blue,Alfa Romeo,33,Inine,Automatic,31905,106693,959,26,172
1390,Dark Grey,Renault,Express,Diesel,Standard,56568,120406,448,17,198
1391,Green,GMC,Yukon,Petrol,Automatic,3534,12468,,16,
1392,Orange,Toyota,HiLux Tundra,W,Standard,4928,40753,816,25,15
1393,Blue,Honda,Integra,Electric,Standard,44652,149831,935,14,433
1394,Pearl,Kia,Carens,W,Automatic,4819,55115,,25,
1395,Pearl,Toyota,Echo,Petrol,Standard,45850,36119,100,28,172
1396,Pearl,Peugeot,Boxer,Petrol,Standard,19801,99904,401,18,409
1397,Black,Maserati,GranSport,W,Standard,3684,17836,217,10,180
1398,Dark Blue,Hyundai,H 100,Petrol,Automatic,7986,121783,834,16,467
1399,Beige,Renault,Master,Diesel,Standard,25336,88208,732,17,116
1400,Dark Green,Mercedes Benz,500,V8,Automatic,52809,139633,480,6,339
1401,Dark Grey,Audi,V8,W,Automatic,412,61952,299,13,294
1402,Orange,Porsche,944,Electric,Standard,58295,75070,662,11,339
1403,Red,Subaru,WRX,Diesel,Automatic,68182,123867,376,21,450
1404,Beige,Hyundai,Grandeur XG,V8,Automatic,49518,67280,798,0,402
1405,Blue,Renault,5,Electric,Standard,52074,133147,540,29,133
1406,Pearl,Lexus,ES 250,Electric,Automatic,71371,113750,646,15,215
1407,Dark Blue,Alfa Romeo,155,Diesel,Standard,7164,144723,847,21,383
1408,Green,Hyundai,Atos,W,Automatic,51767,141691,,8,
1409,Red,Jaguar,X-Type,Inine,Standard,42502,102300,62,24,326
1410,Yellow,Toyota,Solara,Electric,Standard,25444,86129,488,6,333
1411,Pearl,Alfa Romeo,155,Inine,Standard,4715,55658,45,13,403
1412,Yellow,Renault,Mascot,V8,Automatic,35718,83423,803,0,237
1413,Green,GMC,Sonoma,Diesel,Automatic,41762,111573,,3,
1414,Red,Ford,E-350,Inine,Standard,19429,106256,685,26,35
1415,Blue,Renault,Express,Inine,Automatic,12297,55733,280,7,80
1416,Dark Blue,Renault,21,Inine,Automatic,13015,118686,,26,
1417,Grey,Honda,Legend,Inine,Standard,6296,36701,599,17,4
1418,Green,Renault,Traffic,Electric,Standard,72423,49178,49,8,59
1419,Pearl,BMW,1 Series,Diesel,Automatic,9706,128170,485,24,216
1420,Orange,Alfa Romeo,166,V8,Automatic,72394,68306,679,11,281
1421,Dark Green,Audi,200,W,Standard,64827,46704,155,25,127
1422,White,Toyota,Camionnette,Inine,Standard,1385,11009,810,7,376
1423,Pearl,Mercedes Benz,G-Class,Electric,Automatic,2941,71270,,1,
1424,Blue,Suzuki,Aerio,Diesel,Automatic,21257,5633,477,22,79
1425,Green,BMW,L6,Diesel,Standard,2822,137124,965,14,189
1426,Black,Maserati,Spyder,W,Standard,74859,47812,747,19,352
1427,Beige,Alfa Romeo,155,Electric,Standard,33419,83402,,9,
1428,Blue,Mazda,CX-9,W,Standard,5636,123604,,25,
1429,Dark Grey,Jaguar,XJ Series,V6,Automatic,44466,25786,674,15,484
1430,Red,Maserati,Quattroporte,Diesel,Automatic,23881,22009,634,16,468
1431,Blue,Ford,Ranchero,W,Standard,32012,49620,20,8,28
1432,Light Grey,BMW,325,Electric,Standard,46755,45828,256,0,44
1433,Green,Toyota,Solara,V8,Automatic,37693,65450,50,28,323
1434,Light Grey,Ferrari,410,W,Automatic,70468,59595,656,27,341
1435,Pearl,Mercedes Benz,CL500,V6,Standard,51478,124783,0,25,478
1436,Green,Mazda,Bravo 2600,Inine,Standard,337,46473,885,28,386
1437,White,Mazda,Millenia,Electric,Automatic,31126,79581,858,22,111
1438,Red,Nissan,King Van,Electric,Standard,8017,139254,490,21,444
1439,Pearl,Porsche,Carrera 911S,V8,Automatic,65813,35964,113,21,373
1440,Blue,Renault,Fuego,V6,Standard,11213,115951,742,19,295
1441,White,Ferrari,860,Electric,Standard,18112,82198,,4,
1442,Dark Green,Chevrolet,C1500,V6,Automatic,15111,93064,238,10,397
1443,Dark Grey,Hyundai,Scoupe,V8,Automatic,35141,109544,156,18,224
1444,Yellow,Toyota,Matrix,W,Automatic,6839,98233,,0,
1445,Dark Grey,Ford,Territory,Inine,Standard,14405,24744,,3,
1446,Blue,Lexus,GS 450h,V6,Automatic,61659,115788,475,24,373
1447,Red,Honda,S2000,Diesel,Automatic,66540,15898,255,0,128
1448,Black,Audi,TT,Electric,Standard,61156,44068,122,22,255
1449,Dark Green,Mazda,626 Cronos,W,Automatic,70492,75558,,8,
1450,Dark Blue,Subaru,Loyale,V8,Standard,63333,105775,,16,
1451,Green,Renault,Sportwagon,Petrol,Automatic,36379,59236,174,28,363
1452,Orange,Toyota,Matrix,V6,Standard,41422,16005,636,25,151
1453,Purple,Volkswagen,T4 Transporter,Electric,Automatic,611,2630,864,13,149
1454,Pearl,BMW,528,Inine,Automatic,43036,14452,979,1,420
1455,Blue,Maserati,Khamsin,V6,Standard,21270,111579,626,15,50
1456,White,Hyundai,XG,Electric,Standard,49184,29560,97,21,163
1457,Light Grey,Mercedes Benz,190,Diesel,Automatic,58554,95895,554,6,417
1458,Dark Grey,Alfa Romeo,Guiletta,V6,Standard,216,56915,660,11,147
1459,Light Grey,Ferrari,335,V8,Standard,61712,81391,,16,
1460,Dark Grey,Hyundai,Tiburon,V6,Automatic,24525,128046,34,16,144
1461,Yellow,Toyota,Solara,W,Standard,12844,39125,156,18,224
1462,Light Grey,Ferrari,360,Inine,Automatic,48632,88844,261,10,169
1463,Black,Ford,Cobra,Diesel,Standard,52858,92393,20,8,28
1464,Dark Grey,Pontiac,Grand Prix,V6,Automatic,40780,45729,152,27,351
